Ski_Season,Date,Rolling_7_Day_Avg
2022/23,2022-11-10,3.0
2022/23,2022-11-12,3.142857142857143
2022/23,2022-11-15,2.857142857142857
2022/23,2022-11-16,2.857142857142857
2022/23,2022-11-20,2.857142857142857
2022/23,2022-11-24,2.7142857142857144
2022/23,2022-11-25,1.2857142857142858
2022/23,2022-11-29,2.857142857142857
2022/23,2022-11-30,3.4285714285714284
2022/23,2022-12-01,4.0
2022/23,2022-12-02,8.428571428571429
2022/23,2022-12-03,10.285714285714286
2022/23,2022-12-04,10.857142857142858
2022/23,2022-12-05,11.285714285714286
2022/23,2022-12-06,10.571428571428571
2022/23,2022-12-07,10.428571428571429
2022/23,2022-12-09,10.857142857142858
2022/23,2022-12-10,7.285714285714286
2022/23,2022-12-11,5.428571428571429
2022/23,2022-12-12,6.571428571428571
2022/23,2022-12-13,8.0
2022/23,2022-12-14,7.142857142857143
2022/23,2022-12-15,8.428571428571429
2022/23,2022-12-16,8.285714285714286
2022/23,2022-12-17,8.0
2022/23,2022-12-18,8.714285714285714
2022/23,2022-12-19,7.0
2022/23,2022-12-21,6.428571428571429
2022/23,2022-12-22,7.285714285714286
2022/23,2022-12-23,5.428571428571429
2022/23,2022-12-24,4.571428571428571
2022/23,2022-12-25,4.0
2022/23,2022-12-26,3.2857142857142856
2022/23,2022-12-27,5.285714285714286
2022/23,2022-12-28,5.142857142857143
2022/23,2022-12-29,4.571428571428571
2022/23,2022-12-30,4.571428571428571
2022/23,2022-12-31,6.142857142857143
2022/23,2023-01-01,8.857142857142858
2022/23,2023-01-02,11.714285714285714
2022/23,2023-01-03,10.285714285714286
2022/23,2023-01-04,10.0
2022/23,2023-01-05,10.571428571428571
2022/23,2023-01-06,12.857142857142858
2022/23,2023-01-07,11.857142857142858
2022/23,2023-01-08,10.714285714285714
2022/23,2023-01-09,8.142857142857142
2022/23,2023-01-10,9.285714285714286
2022/23,2023-01-11,11.285714285714286
2022/23,2023-01-12,11.857142857142858
2022/23,2023-01-13,9.571428571428571
2022/23,2023-01-14,9.0
2022/23,2023-01-15,10.857142857142858
2022/23,2023-01-16,11.428571428571429
2022/23,2023-01-17,10.0
2022/23,2023-01-18,7.428571428571429
2022/23,2023-01-20,6.0
2022/23,2023-01-21,6.714285714285714
2022/23,2023-01-22,6.714285714285714
2022/23,2023-01-23,3.857142857142857
2022/23,2023-01-25,3.2857142857142856
2022/23,2023-01-26,3.4285714285714284
2022/23,2023-01-27,3.857142857142857
2022/23,2023-01-28,7.0
2022/23,2023-01-29,10.0
2022/23,2023-01-30,11.142857142857142
2022/23,2023-01-31,10.857142857142858
2022/23,2023-02-01,10.857142857142858
2022/23,2023-02-02,11.0
2022/23,2023-02-03,11.714285714285714
2022/23,2023-02-04,8.714285714285714
2022/23,2023-02-05,5.428571428571429
2022/23,2023-02-06,4.571428571428571
2022/23,2023-02-07,5.714285714285714
2022/23,2023-02-08,5.571428571428571
2022/23,2023-02-09,5.0
2022/23,2023-02-10,4.285714285714286
2022/23,2023-02-11,4.142857142857143
2022/23,2023-02-13,3.7142857142857144
2022/23,2023-02-14,3.7142857142857144
2022/23,2023-02-15,3.0
2022/23,2023-02-19,3.4285714285714284
2022/23,2023-02-20,4.0
2022/23,2023-02-21,3.7142857142857144
2022/23,2023-02-22,5.857142857142857
2022/23,2023-02-23,8.285714285714286
2022/23,2023-02-24,9.285714285714286
2022/23,2023-02-25,11.714285714285714
2022/23,2023-02-26,11.714285714285714
2022/23,2023-02-27,12.0
2022/23,2023-02-28,12.714285714285714
2022/23,2023-03-01,10.857142857142858
2022/23,2023-03-02,9.285714285714286
2022/23,2023-03-03,9.142857142857142
2022/23,2023-03-04,8.142857142857142
2022/23,2023-03-05,9.0
2022/23,2023-03-06,8.571428571428571
2022/23,2023-03-08,7.571428571428571
2022/23,2023-03-09,8.714285714285714
2022/23,2023-03-10,10.571428571428571
2022/23,2023-03-11,11.857142857142858
2022/23,2023-03-12,9.857142857142858
2022/23,2023-03-14,8.571428571428571
2022/23,2023-03-15,13.857142857142858
2022/23,2023-03-16,16.428571428571427
2022/23,2023-03-17,16.0
2022/23,2023-03-18,15.0
2022/23,2023-03-19,13.571428571428571
2022/23,2023-03-20,14.285714285714286
2022/23,2023-03-21,15.857142857142858
2022/23,2023-03-22,11.428571428571429
2022/23,2023-03-23,9.714285714285714
2022/23,2023-03-24,9.857142857142858
2022/23,2023-03-25,9.428571428571429
2022/23,2023-03-26,9.0
2022/23,2023-03-27,9.142857142857142
2022/23,2023-03-28,8.714285714285714
2022/23,2023-03-29,7.428571428571429
2022/23,2023-03-30,6.857142857142857
2022/23,2023-03-31,8.0
2022/23,2023-04-01,8.142857142857142
2022/23,2023-04-02,7.571428571428571
2022/23,2023-04-03,6.857142857142857
2022/23,2023-04-04,7.714285714285714
2022/23,2023-04-05,9.428571428571429
2022/23,2023-04-06,9.857142857142858
2022/23,2023-04-07,8.857142857142858
2022/23,2023-04-08,10.142857142857142
2022/23,2023-04-09,12.428571428571429
2022/23,2023-04-10,13.428571428571429
2022/23,2023-04-11,12.857142857142858
2022/23,2023-04-12,12.142857142857142
2022/23,2023-04-13,11.714285714285714
2022/23,2023-04-14,10.285714285714286
2022/23,2023-04-15,7.857142857142857
2022/23,2023-04-16,6.0
2022/23,2023-04-17,4.857142857142857
2022/23,2023-04-20,3.2857142857142856
2022/23,2023-04-21,2.4285714285714284
2022/23,2023-04-22,4.714285714285714
2022/23,2023-04-23,5.571428571428571
2022/23,2023-04-25,5.285714285714286
2022/23,2023-04-26,4.857142857142857
2022/23,2023-04-30,5.0
2022/23,2023-05-02,5.0
2022/23,2023-05-03,5.0
2022/23,2023-05-07,2.4285714285714284
2022/23,2023-05-08,1.5714285714285714
2022/23,2023-05-09,1.7142857142857142
2022/23,2023-05-13,1.7142857142857142
2022/23,2023-05-14,1.4285714285714286
2022/23,2023-05-20,1.4285714285714286
2022/23,2023-05-21,1.2857142857142858
2022/23,2023-06-06,1.1428571428571428
2022/23,2023-06-11,1.1428571428571428
